feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G3_plus_breadth,hist_gbr,10,200,20,0.010668644923649667,0.007609936301936658,0.530952380952381,0.6062134448999337,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag10_e200_p20.joblib
G3_plus_breadth,hist_gbr,10,350,10,0.010681280657585121,0.007600788367801836,0.526984126984127,0.29937139053515766,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag10_e350_p10.joblib
G3_plus_breadth,hist_gbr,10,350,20,0.010668644923649667,0.007609936301936658,0.530952380952381,0.6062134448999337,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag10_e350_p20.joblib
G3_plus_breadth,mlp,10,200,10,0.1771807137260952,0.07775051477979329,0.49523809523809526,-0.2700828461739606,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag10_e200_p10.joblib
G3_plus_breadth,mlp,10,200,20,0.16446745298907614,0.059240104682389765,0.48333333333333334,-0.2058205947991154,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag10_e200_p20.joblib
G3_plus_breadth,mlp,10,350,10,0.13692527856306053,0.07021301504357307,0.4984126984126984,0.006720873517654252,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag10_e350_p10.joblib
G3_plus_breadth,mlp,10,350,20,0.08819203051591436,0.03821826761744269,0.49682539682539684,-0.013316524956725126,264,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag10_e350_p20.joblib
G3_plus_breadth,elastic_net,30,300,20,0.011303499873153017,0.00812051928484606,0.5111111111111111,0.6820093686679365,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_elastic_net_lag30_e300_p20.joblib
G3_plus_breadth,ridge,30,300,20,0.016783755535748287,0.010951519155771045,0.5031746031746032,0.10804849883226779,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_ridge_lag30_e300_p20.joblib
G3_plus_breadth,random_forest,30,300,20,0.010689539967917758,0.007614460560278663,0.5238095238095238,0.4774210604330814,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_random_forest_lag30_e300_p20.joblib
G3_plus_breadth,hist_gbr,30,200,10,0.010764249058486755,0.0076152649009267204,0.5380952380952381,0.5708599799708837,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag30_e200_p10.joblib
G3_plus_breadth,hist_gbr,30,200,20,0.010763447269108006,0.007612631265770552,0.5333333333333333,0.5451470892680711,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag30_e200_p20.joblib
G3_plus_breadth,hist_gbr,30,350,10,0.010764249058486755,0.0076152649009267204,0.5380952380952381,0.5708599799708837,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag30_e350_p10.joblib
G3_plus_breadth,hist_gbr,30,350,20,0.010763447269108006,0.007612631265770552,0.5333333333333333,0.5451470892680711,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_hist_gbr_lag30_e350_p20.joblib
G3_plus_breadth,mlp,30,200,10,0.5404130794012768,0.16863779107116939,0.48095238095238096,-0.20619333740853166,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag30_e200_p10.joblib
G3_plus_breadth,mlp,30,200,20,0.5348355864133849,0.1546070966599783,0.4857142857142857,-0.07703848044540064,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag30_e200_p20.joblib
G3_plus_breadth,mlp,30,350,10,0.4169854764763059,0.1395833522957144,0.49603174603174605,0.21020982092528098,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag30_e350_p10.joblib
G3_plus_breadth,mlp,30,350,20,0.4028727607332516,0.10372997733607908,0.5087301587301587,0.6291559720520095,744,5030,1260,ok,,artifacts/models/target_h1/target_h1_G3_plus_breadth_mlp_lag30_e350_p20.joblib
