feature_group,model_family,lag_window,epochs,patience,rmse,mae,directional_accuracy,sharpe,n_features,n_rows,n_test_total,status,note,artifact_path
G2_price_technical,ridge,30,300,20,0.030618939772599506,0.022084593561459476,0.5063492063492063,0.11388437294945156,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_ridge_lag30_e300_p20.joblib
G2_price_technical,random_forest,30,300,20,0.023632531371590985,0.017399489311979363,0.5626984126984127,0.46139178453091,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_random_forest_lag30_e300_p20.joblib
G2_price_technical,hist_gbr,30,200,10,0.024332691598293512,0.017992335512616434,0.5261904761904762,0.2197344035480703,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag30_e200_p10.joblib
G2_price_technical,hist_gbr,30,200,20,0.025288867491875117,0.018604984708668056,0.5246031746031746,0.3579282586102253,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag30_e200_p20.joblib
G2_price_technical,hist_gbr,30,350,10,0.02442719874976246,0.018087810540123286,0.5238095238095238,0.07150906871066189,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag30_e350_p10.joblib
G2_price_technical,hist_gbr,30,350,20,0.025748355259615014,0.018905199575623026,0.5285714285714286,0.21476178127715007,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_hist_gbr_lag30_e350_p20.joblib
G2_price_technical,mlp,30,200,10,0.31699542307810535,0.12117511758959051,0.4865079365079365,-0.8722341756191676,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag30_e200_p10.joblib
G2_price_technical,mlp,30,200,20,0.31486038972867525,0.11608143438211106,0.49444444444444446,-0.5083123986036067,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag30_e200_p20.joblib
G2_price_technical,mlp,30,350,10,0.31563019789488844,0.1172841623753224,0.4936507936507937,-0.5221901244607521,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag30_e350_p10.joblib
G2_price_technical,mlp,30,350,20,0.31171842789343523,0.10557907447070948,0.5119047619047619,-0.2362494889641967,527,5026,1260,ok,,artifacts/models/target_h5/target_h5_G2_price_technical_mlp_lag30_e350_p20.joblib
