"symbol","target","model_name","feature_group","n_splits","test_size","min_train_size","embargo","val_size","source_best_report","source_best_artifact","lag_window","hidden_size","lr","epochs","patience","batch_size","status","note","rmse","mae","directional_accuracy","sharpe","n_rows","n_features","seq_len","n_test_total","avg_epochs_trained","artifact_path"
"BKR","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0501414574682712","0.0413651950657367","0.6349206349206349","2.824311151807189","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\BKR\BKR_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"CHTR","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0504803285002708","0.0381219238042831","0.5396825396825397","1.4193076877760114","4017","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CHTR\CHTR_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"DXCM","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05054027959704399","0.03931303322315216","0.5952380952380952","3.505557941774446","5207","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\DXCM\DXCM_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"PDD","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05083867534995079","0.03808141499757767","0.5952380952380952","3.093739773350319","1863","22","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PDD\PDD_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"XEL","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05240296572446823","0.03699366748332977","0.5158730158730159","3.791901959233649","5148","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\XEL\XEL_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"WBD","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05240297317504883","0.03699367120862007","0.5158730158730159","3.791901959233649","5148","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\WBD\WBD_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"PANW","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05327281728386879","0.04269006475806236","0.5476190476190477","1.5868341174228375","3376","8","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PANW\PANW_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"PAYX","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05327281728386879","0.04269006475806236","0.5476190476190477","1.5868341174228375","3376","8","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PAYX\PAYX_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"META","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0535792484879493","0.0402516536414623","0.3809523809523809","-1.1266584405180422","3419","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\META\META_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"ODFL","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0550511255860328","0.0419075042009353","0.5158730158730159","0.2627344658427984","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\ODFL\ODFL_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"AVGO","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0552024282515049","0.044496044516563416","0.5317460317460317","1.932077369113136","4121","22","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AVGO\AVGO_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"MELI","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05622289702296257","0.044193290174007416","0.6031746031746031","3.567134994011114","4622","8","64","126","17.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MELI\MELI_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"KLAC","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.057004597038030624","0.04438048228621483","0.746031746031746","9.381108549430468","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\KLAC\KLAC_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"WDAY","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0579924881458282","0.0446106009185314","0.5873015873015873","3.1609601396938984","3317","17","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\WDAY\WDAY_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"WDC","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0579924918711185","0.0446106009185314","0.5873015873015873","3.1609601396938984","3317","17","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\WDC\WDC_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"LITE","target_h1","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h1_best_configs.csv","artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05816493555903435","0.045884814113378525","0.5555555555555556","0.6046888072301057","2621","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h1\LITE\LITE_target_h1_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"AMAT","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0581694915890693","0.0463366620242595","0.6190476190476191","4.200602753866399","5277","8","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AMAT\AMAT_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"PYPL","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.05927781015634537","0.039242710918188095","0.5476190476190477","1.7038999944555033","2634","17","64","126","16.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PYPL\PYPL_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"TRI","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.060726940631866455","0.04565226659178734","0.5634920634920635","1.083686789756526","5277","8","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\TRI\TRI_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MCHP","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06075572595000267","0.045423366129398346","0.6666666666666666","4.557638878904316","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MCHP\MCHP_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"CRWD","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06084290146827698","0.046073637902736664","0.5793650793650794","3.482226793633038","1643","8","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CRWD\CRWD_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"NFLX","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06103929504752159","0.04186270758509636","0.6428571428571429","1.1939547822457166","5277","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\NFLX\NFLX_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"INTU","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0620174556970596","0.0464063473045825","0.5476190476190477","2.054728777597034","5277","17","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\INTU\INTU_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"INSM","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06291769444942474","0.0462988056242466","0.5793650793650794","2.55939146985971","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\INSM\INSM_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"CMCSA","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06424795836210251","0.05203491821885109","0.5714285714285714","1.4964294274455416","986","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CMCSA\CMCSA_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"CEG","target_h5","GRU","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_GRU_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06424795836210251","0.05203491821885109","0.5714285714285714","1.4964294274455416","986","22","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\CEG\CEG_target_h5_GRU_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"PLTR","target_h5","Informer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Informer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06743419170379639","0.05292746052145958","0.5873015873015873","2.472920084465108","1314","17","64","126","13.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\PLTR\PLTR_target_h5_Informer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"MRVL","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0683656856417656","0.052744582295417786","0.5793650793650794","1.0872856531360713","5277","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MRVL\MRVL_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"LRCX","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.06992145627737045","0.05622178316116333","0.6507936507936508","5.3228624628244585","5277","8","64","126","17.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\LRCX\LRCX_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"INTC","target_h5","MambaStock","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0704694688320159","0.0582549348473548","0.6507936507936508","4.941819627702449","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\INTC\INTC_target_h5_MambaStock_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"DASH","target_h5","LSTM","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.07375473529100418","0.05472327023744583","0.40476190476190477","-4.5384983058124275","1265","22","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\DASH\DASH_target_h5_LSTM_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"DDOG","target_h5","TFT","G3_plus_breadth","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G3_plus_breadth_TFT_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0864822044968605","0.0690200179815292","0.4603174603174603","1.2187431029545084","1574","22","64","126","15.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\DDOG\DDOG_target_h5_TFT_G3_plus_breadth_lag64_h32_lr0.001_e20_p10.pt"
"STX","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.08673267066478729","0.06844167411327362","0.6031746031746031","3.813990125489571","5277","8","64","126","17.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\STX\STX_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"AMD","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.0874899178743362","0.0648941248655319","0.6190476190476191","3.02450549092205","5277","8","64","126","11.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AMD\AMD_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"MSTR","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.09097835421562195","0.07211542129516602","0.5317460317460317","0.3918710943376374","5277","8","64","126","12.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MSTR\MSTR_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"AXON","target_h5","Autoformer","G2_price_technical","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.09170230478048325","0.06719020754098892","0.7222222222222222","9.894110577738877","5277","17","64","126","20.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\AXON\AXON_target_h5_Autoformer_G2_price_technical_lag64_h32_lr0.001_e20_p10.pt"
"MU","target_h5","PatchTST","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_PatchTST_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.09634283930063248","0.07562617212533951","0.6825396825396826","4.960292182363571","5277","8","64","126","19.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\MU\MU_target_h5_PatchTST_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"LITE","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.10953349620103836","0.0924481451511383","0.6507936507936508","7.929651939304761","2621","8","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\LITE\LITE_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
"APP","target_h5","FEDformer","G1_price_only","1","126","756","5","126","reports\deep_torch_model_results_h5_best_configs.csv","artifacts\models\deep_torch\target_h5\target_h5_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt","64","32","0.001","20","10","64","ok","","0.1194556653499603","0.097409039735794","0.4047619047619047","-3.178340039461239","1179","8","64","126","14.0","artifacts\models\nasdaq100_best_deep_per_symbol\target_h5\APP\APP_target_h5_FEDformer_G1_price_only_lag64_h32_lr0.001_e20_p10.pt"
